Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,angle,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,41.989999999999995,0.0,1.0,96.33689226577599,50,35.73916408369691,0.0005104720586574144,0.04869762174405436,0.03760282021151586,8.71982520346843,1728917324.851046,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,611,20,159,377,23,229,197,201,269,187,410,21,228,91,11,409
None,41.989999999999995,0.0,1.0,96.33689226577599,60,43.12989450123749,0.0006160358419173851,0.050141911069063384,0.038872691933916424,10.262781841482733,1728917327.816261,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,734,27,186,440,26,270,242,239,329,236,490,27,277,120,13,499
None,41.989999999999995,0.0,1.0,96.33689226577599,70,49.524121941132144,0.0007073663060861239,0.047540983606557376,0.039316239316239315,12.009443949452494,1728917330.70255,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,835,30,219,511,28,327,285,277,375,271,555,32,307,136,14,569
None,41.989999999999995,0.0,1.0,96.33689226577599,80,56.28165775829354,0.0008038860011735408,0.04967602591792657,0.0369811320754717,13.69629775754046,1728917333.5882947,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,945,37,239,585,32,375,329,312,423,313,621,34,350,157,15,655
None,41.989999999999995,0.0,1.0,96.33689226577599,90,62.45790017182815,0.0008921029267910726,0.04786885245901639,0.037889039242219216,15.308355463155857,1728917336.4771402,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1033,40,266,646,33,419,374,350,467,343,689,40,394,174,16,733
None,41.989999999999995,0.0,1.0,96.33689226577599,100,67.74144200122163,0.0009675691707227089,0.0453153704837722,0.03814884302689181,16.938994089303385,1728917339.3624566,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1107,41,296,712,33,452,405,380,507,370,749,45,429,195,16,789
None,41.989999999999995,0.0,1.0,96.33689226577599,110,73.54399579813901,0.0010504486016810286,0.045480067377877596,0.0378657487091222,18.411859262290157,1728917342.2406077,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1196,45,334,760,36,504,437,403,541,405,817,46,464,217,20,860
None,41.989999999999995,0.0,1.0,96.33689226577599,120,79.31540887700497,0.0011328832414177472,0.04374678332475553,0.039058319957196365,19.94097586334298,1728917345.1159153,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1287,47,367,819,38,571,470,426,571,429,868,52,513,234,21,928
None,41.989999999999995,0.0,1.0,96.33689226577599,130,84.59895070639844,0.0012083494853493836,0.04472532814778804,0.03867403314917127,21.161055101004667,1728917347.994115,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1355,50,401,874,42,610,498,451,619,458,924,54,546,255,23,990
None,41.989999999999995,0.0,1.0,96.33689226577599,140,89.67488774878235,0.0012808504544703466,0.0438957475994513,0.04073898626243486,22.16998070098905,1728917350.8995142,None,0,35842349,32778984,34418626,29235793,58563,151708,50774,82869,1427,53,434,916,43,664,516,483,652,485,981,60,578,277,26,1044
